movie_title,movie_imdb_link,title_year,color,genres,plot_keywords,duration,language,country,content_rating,num_critic_for_reviews,num_user_for_reviews,director_name,imdb_score,budget,gross,movie_facebook_likes,director_facebook_likes,actor_1_name,actor_2_name,actor_3_name,actor_1_facebook_likes,actor_2_facebook_likes,actor_3_facebook_likes,cast_total_facebook_likes,num_voted_users,facenumber_in_poster,aspect_ratio
All Is LostÂ ,http://www.imdb.com/title/tt2017038/?ref_=fn_tt_tt_1,2013,Color,Action|Adventure|Drama,boat|container|sea|shipping container|storm,106,English,USA,PG-13,346,312,J.C. Chandor,6.9,9000000,6262942,18000,78,Robert Redford,,,0,,,0,59545,0,2.35
All Superheroes Must DieÂ ,http://www.imdb.com/title/tt1836212/?ref_=fn_tt_tt_1,2011,Color,Sci-Fi|Thriller,arch villain|game of death|kidnapping|superhero,78,English,USA,Unrated,42,35,Jason Trost,4,20000,,835,91,Sean Whalen,Jason Trost,Nick Principe,407,91,86,674,1771,0,2.35
AllegiantÂ ,http://www.imdb.com/title/tt3410834/?ref_=fn_tt_tt_1,2016,Color,Action|Adventure|Mystery|Sci-Fi|Thriller,based on young adult novel|dystopia|genetic experimentation|strong female character|strong female lead,120,English,USA,PG-13,181,144,Robert Schwentke,5.8,110000000,66002193,12000,124,Naomi Watts,Theo James,ZoÃ« Kravitz,6000,5000,943,12452,44296,3,2.35
Alleluia! The Devil's CarnivalÂ ,http://www.imdb.com/title/tt3892618/?ref_=fn_tt_tt_1,2016,Color,Horror|Musical,carnival|devil|redemption|reference to god,97,English,USA,,10,20,Darren Lynn Bousman,7.4,500000,,707,163,Paul Sorvino,Barry Bostwick,Terrance Zdunich,636,456,303,2438,259,5,1.78
AloftÂ ,http://www.imdb.com/title/tt2494384/?ref_=fn_tt_tt_1,2014,Color,Drama,,97,English,Spain,R,56,11,Claudia Llosa,5.3,8000000,52961,675,43,Ian Tracey,Zen McGrath,William Shimell,144,63,47,326,2103,1,2.35
AlohaÂ ,http://www.imdb.com/title/tt1243974/?ref_=fn_tt_tt_1,2015,Color,Comedy|Drama|Romance,box office flop|critically bashed|hawaii|one word title|written by director,105,English,USA,PG-13,138,172,Cameron Crowe,5.4,37000000,20991497,11000,488,Emma Stone,Bradley Cooper,Bill Murray,15000,14000,13000,44037,39778,1,1.85
AlohaÂ ,http://www.imdb.com/title/tt1243974/?ref_=fn_tt_tt_1,2015,Color,Comedy|Drama|Romance,box office flop|critically bashed|hawaii|one word title|written by director,105,English,USA,PG-13,138,172,Cameron Crowe,5.4,37000000,20991497,11000,488,Emma Stone,Bradley Cooper,Bill Murray,15000,14000,13000,44037,39782,1,1.85
Along the RoadsideÂ ,http://www.imdb.com/title/tt2290113/?ref_=fn_tt_tt_1,2013,Color,Comedy|Music|Romance,,108,English,USA,,17,2,Zoran Lisinac,7.1,250000,,231,0,Matthew Emerick,Brock Baker,Sheldon Bailey,431,297,142,1087,330,3,1.85
Alpha and Omega 4: The Legend of the Saw Toothed CaveÂ ,http://www.imdb.com/title/tt4061848/?ref_=fn_tt_tt_1,2014,,Action|Adventure|Animation|Comedy|Drama|Family|Fantasy|Thriller,blindness|cave|spirit|wolf|wolf cub,45,,USA,,2,6,Richard Rich,6,7000000,,41,24,Debi Derryberry,Kate Higgins,Cindy Robinson,122,35,29,236,192,0,
Alpha and OmegaÂ ,http://www.imdb.com/title/tt1213012/?ref_=fn_tt_tt_1,2010,Color,Adventure|Animation|Comedy|Family|Romance,arranged marriage|geese|idaho|national park|park,90,English,USA,PG,84,84,Anthony Bell,5.3,20000000,25077977,0,0,Kevin Sussman,Larry Miller,Christine Lakin,681,611,518,2486,10986,0,1.85
Alvin and the Chipmunks: ChipwreckedÂ ,http://www.imdb.com/title/tt1615918/?ref_=fn_tt_tt_1,2011,Color,Adventure|Animation|Comedy|Family|Fantasy|Music,chipmunk|cruise ship|football ball|overboard|tennis ball,87,English,USA,G,91,56,Mike Mitchell,4.4,75000000,133103929,0,31,Amy Poehler,Jesse McCartney,Lauren Gottlieb,1000,1000,733,4073,22838,0,1.85
Alvin and the Chipmunks: The Road ChipÂ ,http://www.imdb.com/title/tt2974918/?ref_=fn_tt_tt_1,2015,Color,Adventure|Animation|Comedy|Family|Fantasy|Music,chipmunk|highway travel|on the road|plane|road movie,92,English,USA,PG,70,53,Walt Becker,5,90000000,85884815,0,12,Bella Thorne,Joshua Mikel,Jesse McCartney,35000,1000,1000,38450,9418,0,1.85
Always WoodstockÂ ,http://www.imdb.com/title/tt1995477/?ref_=fn_tt_tt_1,2014,Color,Comedy|Music|Romance,claim in title|contraction in title|new york|new york city|woodstock,97,English,USA,,5,6,Rita Merson,5.3,2400000,,107,5,Ryan Guzman,James Wolk,Jason Ritter,3000,938,782,6085,485,5,
America Is Still the PlaceÂ ,http://www.imdb.com/title/tt3417110/?ref_=fn_tt_tt_1,2015,Color,History,,90,English,USA,,,,Patrick Gilles,7.5,,,337,0,Emma Caulfield,Dylan Baker,Mike Colter,970,812,569,3359,22,0,
American HeistÂ ,http://www.imdb.com/title/tt2923316/?ref_=fn_tt_tt_1,2014,Color,Action|Crime|Drama|Thriller,bank|critically bashed|heist|mechanic|prison,94,English,Canada,R,30,42,Sarik Andreasyan,5.2,10000000,,0,9,Hayden Christensen,Jordana Brewster,Akon,4000,4000,262,9432,12372,1,
American HeroÂ ,http://www.imdb.com/title/tt4733536/?ref_=fn_tt_tt_1,2015,Color,Action|Comedy|Drama|Sci-Fi,father son relationship|female nudity|mother daughter relationship|reconciliation|superhero,86,English,USA,,16,23,Nick Love,4.9,990000,,549,63,Eddie Griffin,Christopher Berry,Michelle Tabora,489,207,175,1278,2706,2,
American HustleÂ ,http://www.imdb.com/title/tt1800241/?ref_=fn_tt_tt_1,2013,Color,Crime|Drama,based on true story|con artist|drunk wife|fbi investigation|scam,138,English,USA,R,538,751,David O. Russell,7.3,40000000,150117807,63000,737,Jennifer Lawrence,Christian Bale,Bradley Cooper,34000,23000,14000,83012,358416,5,2.35
American ReunionÂ ,http://www.imdb.com/title/tt1605630/?ref_=fn_tt_tt_1,2012,Color,Comedy,bikini|female female kiss|high school reunion|outdoor sex|upskirt,113,English,USA,R,291,181,Jon Hurwitz,6.7,50000000,56724080,39000,22,Alyson Hannigan,Dania Ramirez,Natasha Lyonne,3000,1000,1000,8398,172112,7,1.85
American SniperÂ ,http://www.imdb.com/title/tt2179136/?ref_=fn_tt_tt_1,2014,Color,Action|Biography|Drama|History|Thriller|War,assassin|death of child|iraq|sniper|sniper rifle,133,English,USA,R,490,916,Clint Eastwood,7.3,58800000,350123553,112000,16000,Bradley Cooper,Leonard Roberts,Keir O'Donnell,14000,962,318,16277,325264,0,2.35
Amidst the Devil's WingsÂ ,http://www.imdb.com/title/tt3976258/?ref_=fn_tt_tt_1,2014,Color,Action|Crime|Drama,,90,English,USA,,,,Daniel Columbie,4.3,300000,,17,0,Keri Maletto,Nicholas Simmons,Barbie Castro,569,553,185,1461,28,0,
AmigoÂ ,http://www.imdb.com/title/tt1562847/?ref_=fn_tt_tt_1,2010,Color,Drama|War,american|filipino|friendship|guerrilla army|village,124,English,USA,R,35,8,John Sayles,5.8,1700000,183490,594,407,Brian Lee Franklin,John Arcilla,Ronnie Lazaro,38,8,7,60,463,0,
AmnesiacÂ ,http://www.imdb.com/title/tt2837336/?ref_=fn_tt_tt_1,2014,Color,Drama|Horror|Mystery|Thriller,child in peril|electroshock therapy|memory|memory loss|teenage girl,90,English,USA,,30,15,Michael Polish,4.3,3000000,,421,35,Olivia Rose Keegan,Patrick Bauchau,Mia Barron,216,158,21,423,2157,0,
AmourÂ ,http://www.imdb.com/title/tt1602620/?ref_=fn_tt_tt_1,2012,Color,Drama|Romance,aging|daughter|old couple|old love|stroke,127,French,France,PG-13,447,190,Michael Haneke,7.9,8900000,225377,33000,0,Isabelle Huppert,Emmanuelle Riva,Jean-Louis Trintignant,678,432,319,1557,70382,1,1.85
An American in HollywoodÂ ,http://www.imdb.com/title/tt2125430/?ref_=fn_tt_tt_1,2014,Color,Drama,place name in title,89,English,USA,R,3,3,Sai Varadan,7.2,125000,,72,0,J.D. Williams,Hassan Johnson,Samantha Esteban,196,180,163,942,100,0,
Anchorman 2: The Legend ContinuesÂ ,http://www.imdb.com/title/tt1229340/?ref_=fn_tt_tt_1,2013,Color,Comedy,fame|father son relationship|interracial kiss|interracial relationship|interracial sex,143,English,USA,PG-13,272,346,Adam McKay,6.3,50000000,2175312,41000,285,Harrison Ford,Will Ferrell,Steve Carell,11000,8000,7000,28176,131227,2,2.35
And So It GoesÂ ,http://www.imdb.com/title/tt2465146/?ref_=fn_tt_tt_1,2014,Color,Comedy|Drama|Romance,four word title|grandparent grandchild relationship|reference to facebook|reference to the internet|singer,94,English,USA,PG-13,107,48,Rob Reiner,5.7,18000000,15155772,3000,0,Yaya DaCosta,Annie Parisse,Frankie Valli,712,341,197,1673,8895,2,2.35
Anderson's CrossÂ ,http://www.imdb.com/title/tt0393049/?ref_=fn_tt_tt_1,2010,Color,Comedy|Drama|Romance,divorce|marriage|mother daughter relationship|sex|teenage boy,98,English,USA,R,8,7,Jerome Elston Scott,7.2,300000,,7,3,Taran Killam,Joanna Cassidy,Ryan Carnes,500,317,248,1545,95,7,
Anger ManagementÂ             ,http://www.imdb.com/title/tt1986770/?ref_=fn_tt_tt_1,,Color,Comedy|Romance,anger management|argument|irony|sarcasm|therapist,22,English,USA,,26,54,,6.7,,,0,,Barry Corbin,Noureen DeWulf,Brian Austin Green,883,701,676,4115,26992,1,16
Animal Kingdom: Let's go ApeÂ ,http://www.imdb.com/title/tt1220911/?ref_=fn_tt_tt_1,2015,Color,Adventure|Animation|Comedy|Family,ape|computer animation|evolution|first person title|reference to louis de funes,101,French,France,,9,5,Jamel Debbouze,4.9,,,161,326,Jamel Debbouze,Youssef Hajdi,MÃ©lissa Theuriau,326,152,6,488,590,0,
Animal KingdomÂ             ,http://www.imdb.com/title/tt5574490/?ref_=fn_tt_tt_1,,Color,Crime|Drama,based on film|brother brother relationship|crime family|remake|southern california,60,English,USA,,8,23,,8.1,,,0,,Dorian Missick,Daniella Alonso,Ellen Barkin,1000,557,551,3026,3673,0,16
Animals UnitedÂ ,http://www.imdb.com/title/tt1620449/?ref_=fn_tt_tt_1,2010,Color,Animation|Comedy|Family,animal|crane the bird|dam|hoover dam|shark,93,German,Germany,PG,36,44,Reinhard Klooss,4.9,,,885,7,Jim Broadbent,Vanessa Redgrave,James Corden,1000,898,480,3095,4599,0,2.39
AnimalsÂ ,http://www.imdb.com/title/tt3297554/?ref_=fn_tt_tt_1,2014,Color,Drama,drug addict|drug addiction|drug use|drugs|junkie,90,English,USA,,22,8,Collin Schiffli,6.2,,,679,4,Kim Shaw,John Heard,David Dastmalchian,934,697,290,2030,605,0,2.35
Anna KareninaÂ ,http://www.imdb.com/title/tt1781769/?ref_=fn_tt_tt_1,2012,Color,Drama|Romance,dance|infidelity|marriage|russia|russian,129,English,UK,R,324,226,Joe Wright,6.6,,12802907,36000,456,Kelly Macdonald,Guro Nagelhus Schia,Matthew Macfadyen,2000,35,0,2035,70886,1,2.35
AnnabelleÂ ,http://www.imdb.com/title/tt3322940/?ref_=fn_tt_tt_1,2014,Color,Horror|Mystery,horror movie prequel|murder|paranormal activity|self sacrifice|suicide,99,English,USA,R,271,291,John R. Leonetti,5.4,6500000,84263837,45000,40,Alfre Woodard,Annabelle Wallis,Gabriel Bateman,1000,421,300,2323,81699,0,2.35
Anne of Green GablesÂ             ,http://www.imdb.com/title/tt0088727/?ref_=fn_tt_tt_1,,Color,Drama|Family,girl|heroine|kindred spirit|orphan|rural setting,199,English,Canada,TV-G,2,74,,8.4,,,0,,Zack Ward,Jonathan Crombie,Megan Follows,662,517,505,2667,14251,0,1.33
AnnieÂ ,http://www.imdb.com/title/tt1823664/?ref_=fn_tt_tt_1,2014,Color,Comedy|Drama|Family|Musical,billionaire|business tycoon|mayoral candidate|penthouse|reference to star trek,118,English,USA,PG,176,213,Will Gluck,5.2,65000000,85911262,16000,87,QuvenzhanÃ© Wallis,Dorian Missick,David Zayas,2000,1000,929,4796,24735,6,2.39
AnomalisaÂ ,http://www.imdb.com/title/tt2401878/?ref_=fn_tt_tt_1,2015,Color,Animation|Comedy|Drama|Romance,full frontal male nudity|hotel room|multiple characters voiced by same person|one night stand|sex in hotel room,90,English,USA,R,328,140,Duke Johnson,7.3,8000000,3442820,0,26,Jennifer Jason Leigh,Tom Noonan,David Thewlis,1000,442,0,1442,31489,0,2.35
AnonymousÂ ,http://www.imdb.com/title/tt1521197/?ref_=fn_tt_tt_1,2011,Color,Drama|History|Thriller,earl of oxford|play|queen|rebellion|shakespeare play,130,English,UK,PG-13,288,136,Roland Emmerich,6.9,30000000,4463292,15000,776,Vanessa Redgrave,Joely Richardson,Rafe Spall,898,584,358,2452,34488,3,2.35
Another EarthÂ ,http://www.imdb.com/title/tt1549572/?ref_=fn_tt_tt_1,2011,Color,Drama|Romance|Sci-Fi,duplicate earth|janitor|planet|solar system|synchronicity,92,English,USA,PG-13,242,228,Mike Cahill,7,100000,1316074,21000,135,Robin Lord Taylor,William Mapother,Flint Beverage,574,399,259,1303,71387,1,1.85
Another Happy DayÂ ,http://www.imdb.com/title/tt1719071/?ref_=fn_tt_tt_1,2011,Color,Comedy|Drama,countryside|marriage|maryland|usa|wedding,119,English,USA,R,46,42,Sam Levinson,6,4000000,,798,8,George Kennedy,Ezra Miller,Demi Moore,3000,3000,2000,10984,3297,4,2.35
Another YearÂ ,http://www.imdb.com/title/tt1431181/?ref_=fn_tt_tt_1,2010,Color,Comedy|Drama,autumn|four seasons|friend|looking at one's self in a mirror|unhappiness,129,English,UK,PG-13,248,141,Mike Leigh,7.3,10000000,3205244,0,608,Jim Broadbent,Imelda Staunton,Phil Davis,1000,579,386,2265,23629,0,2.35
Antarctic Edge: 70Â° SouthÂ ,http://www.imdb.com/title/tt2780714/?ref_=fn_tt_tt_1,2015,Color,Adventure|Documentary,,72,English,USA,,5,2,Dena Seidel,7,150000,4914,215,0,Naderev Sano,Hugh Ducklow,Mike Brett,0,0,0,0,123,0,
Antarctica: A Year on IceÂ ,http://www.imdb.com/title/tt2361700/?ref_=fn_tt_tt_1,2013,Color,Adventure|Biography|Documentary|Drama,antarctica,91,English,New Zealand,PG,31,16,Anthony Powell,7.6,1000000,287761,0,9,Josh Swanson,Tom Hamann,Anthony Powell,53,24,9,86,2482,1,1.85
AntibirthÂ ,http://www.imdb.com/title/tt3333870/?ref_=fn_tt_tt_1,2016,Color,Horror,,94,English,USA,,10,2,Danny Perez,6.3,3500000,,89,0,Natasha Lyonne,Emmanuel Kabongo,Mark Webber,1000,677,442,2406,63,1,
AntiviralÂ ,http://www.imdb.com/title/tt2099556/?ref_=fn_tt_tt_1,2012,Color,Horror|Sci-Fi|Thriller,celebrity|injection|near future|scalpel|stabbed in the mouth,108,English,Canada,Not Rated,188,47,Brandon Cronenberg,5.7,3200000,,0,43,Sarah Gadon,Douglas Smith,Caleb Landry Jones,691,480,463,1962,9356,0,1.85
Ant-ManÂ ,http://www.imdb.com/title/tt0478970/?ref_=fn_tt_tt_1,2015,Color,Action|Adventure|Comedy|Sci-Fi,ant|chinatown san francisco|heist|sabotage|vault,117,English,USA,PG-13,517,549,Peyton Reed,7.4,130000000,180191634,61000,235,Judy Greer,Hayley Atwell,T.I.,2000,2000,680,5730,313866,6,1.85
Apollo 18Â ,http://www.imdb.com/title/tt1772240/?ref_=fn_tt_tt_1,2011,Color,Horror|Mystery|Sci-Fi|Thriller,cosmonaut|footprint|found footage|moon|secret mission,86,English,USA,PG-13,228,323,Gonzalo LÃ³pez-Gallego,5.2,5000000,17683670,0,17,Warren Christie,Ryan Robbins,Andrew Airlie,520,270,205,1520,47227,0,1.33
ArbitrageÂ ,http://www.imdb.com/title/tt1764183/?ref_=fn_tt_tt_1,2012,Color,Drama|Thriller,accidental death|dead woman|dead woman with eyes open|death of mistress|manager,107,English,USA,R,288,145,Nicholas Jarecki,6.6,12000000,7918283,0,27,Nate Parker,Curtiss Cook,Reg E. Cathey,664,591,360,2440,41574,1,1.85
Archaeology of a WomanÂ ,http://www.imdb.com/title/tt1702455/?ref_=fn_tt_tt_1,2012,Color,Drama,,94,English,USA,,3,3,Sharon Greytak,8.1,200000,,66,0,Sally Kirkland,Alex Emanuel,Elaine Bromka,433,375,178,1112,15,1,1.78
Area 51Â ,http://www.imdb.com/title/tt1519461/?ref_=fn_tt_tt_1,2015,Color,Horror|Sci-Fi|Thriller,alien|alien abduction|conspiracy|secret base|ufo,91,English,USA,R,56,55,Oren Peli,4.2,5000000,,0,110,Glenn Campbell,Sandra Staggs,Jelena Nik,46,21,14,117,7888,0,
ArgoÂ ,http://www.imdb.com/title/tt1024648/?ref_=fn_tt_tt_1,2012,Color,Biography|Drama|History|Thriller,1970s|cia|f word|u.s. embassy|year 1979,130,English,USA,R,656,695,Ben Affleck,7.7,44500000,136019448,89000,0,Clea DuVall,Scoot McNairy,Tate Donovan,1000,660,650,3133,452465,1,2.35
ArousedÂ ,http://www.imdb.com/title/tt2403815/?ref_=fn_tt_tt_1,2013, Black and White,Documentary,aroused|photography|pornography documentary|pornstar,66,English,USA,,16,9,Deborah Anderson,5.3,150000,,207,4,Lisa Ann,Jesse Jane,Kayden Kross,502,366,232,1796,502,0,
Arthur ChristmasÂ ,http://www.imdb.com/title/tt1430607/?ref_=fn_tt_tt_1,2011,Color,Adventure|Animation|Comedy|Family|Fantasy,christmas|christmas eve|elf|high tech|resentment,97,English,UK,PG,190,78,Sarah Smith,7.1,100000000,46440491,0,6,Jim Broadbent,Imelda Staunton,Michael Palin,1000,579,561,2707,35446,1,1.85
ArthurÂ             ,http://www.imdb.com/title/tt0169414/?ref_=fn_tt_tt_1,,Color,Animation|Comedy|Family,based on children's book|best friend|character name in title|friend|one word title,30,English,Canada,TV-Y,3,43,,7.4,,,301,,Bruce Dinsmore,Melissa Altro,Daniel Brochu,51,21,12,108,8495,0,1.33
"As Above, So BelowÂ ",http://www.imdb.com/title/tt2870612/?ref_=fn_tt_tt_1,2014,Color,Horror|Mystery|Thriller,archeologist|catacomb|found footage|paris france|philosopher's stone,93,English,USA,R,196,211,John Erick Dowdle,6.1,5000000,21197315,14000,66,Ben Feldman,Edwin Hodge,Perdita Weeks,1000,200,161,1410,49948,0,1.85
Ask Me AnythingÂ ,http://www.imdb.com/title/tt2505294/?ref_=fn_tt_tt_1,2014,Color,Drama,bare breasts|female protagonist,100,English,USA,Not Rated,8,64,Allison Burnett,6,950000,,884,12,Kimberly Williams-Paisley,Gia Mantegna,Cathryn de Prume,529,413,354,2468,7870,1,
Atlas Shrugged II: The StrikeÂ ,http://www.imdb.com/title/tt1985017/?ref_=fn_tt_tt_1,2012,Color,Drama|Mystery|Sci-Fi,box office flop|critically bashed|government|industrialist|railroad,111,English,USA,PG-13,23,122,John Putch,5.5,10000000,3333823,0,60,Robert Picardo,Diedrich Bader,Esai Morales,823,759,699,5262,5612,0,2.35
Atlas Shrugged: Who Is John Galt?Â ,http://www.imdb.com/title/tt2800038/?ref_=fn_tt_tt_1,2014,Color,Drama|Mystery|Sci-Fi,box office flop|critically bashed|economy|individual versus society|rescue,99,English,USA,PG-13,12,56,James Manera,4.4,5000000,830210,0,0,Joaquim de Almeida,Greg Germann,Kristoffer Polaha,578,435,361,3382,1900,0,
Attack the BlockÂ ,http://www.imdb.com/title/tt1478964/?ref_=fn_tt_tt_1,2011,Color,Action|Comedy|Sci-Fi|Thriller,alien|alien invasion|apartment|creature|gang,88,English,UK,R,399,297,Joe Cornish,6.6,13000000,1024175,18000,115,John Boyega,Luke Treadaway,Jodie Whittaker,1000,305,304,2011,82331,6,2.35
August: Osage CountyÂ ,http://www.imdb.com/title/tt1322269/?ref_=fn_tt_tt_1,2013,Color,Drama,based on play|incestuous relationship|pedophilia|secret|teenage daughter,121,English,USA,R,322,285,John Wells,7.3,25000000,37738400,30000,53,Benedict Cumberbatch,Meryl Streep,Julia Roberts,19000,11000,8000,39690,67797,3,2.35
AugustÂ ,http://www.imdb.com/title/tt1753460/?ref_=fn_tt_tt_1,2011,Color,Drama|Romance,apartment|gay parent|job interview|male pubic hair|pubic hair,99,English,USA,Not Rated,10,13,Eldar Rapaport,6.1,,,224,0,Murray Bartlett,Adrian Gonzalez,Edward Conna,141,69,43,320,1262,1,2.35
AutomataÂ ,http://www.imdb.com/title/tt1971325/?ref_=fn_tt_tt_1,2014,Color,Action|Sci-Fi|Thriller,child hitman|dystopia|future|robot|self repair,109,English,Bulgaria,R,136,134,Gabe IbÃ¡Ã±ez,6.1,7000000,,13000,19,Birgitte Hjort SÃ¸rensen,Robert Forster,Melanie Griffith,1000,889,537,2829,41638,0,2.35
Avengers: Age of UltronÂ ,http://www.imdb.com/title/tt2395427/?ref_=fn_tt_tt_1,2015,Color,Action|Adventure|Sci-Fi,artificial intelligence|based on comic book|captain america|marvel cinematic universe|superhero,141,English,USA,PG-13,635,1117,Joss Whedon,7.5,250000000,458991599,118000,0,Chris Hemsworth,Robert Downey Jr.,Scarlett Johansson,26000,21000,19000,92000,462669,4,2.35
AWOL-72Â ,http://www.imdb.com/title/tt2048865/?ref_=fn_tt_tt_1,2015,Color,Thriller,police officer|police officer taken hostage,82,English,USA,R,6,8,Christian Sesma,3.9,3000000,,398,9,Bokeem Woodbine,Brooke Newton,Brett Wagner,904,779,648,4092,520,4,
Baahubali: The BeginningÂ ,http://www.imdb.com/title/tt2631186/?ref_=fn_tt_tt_1,2015,Color,Action|Adventure|Drama|Fantasy|War,ancient india|dual role|good versus evil|hindu|kingdom,159,Telugu,India,,44,410,S.S. Rajamouli,8.4,18026148,6498000,21000,50,Tamannaah Bhatia,Anushka Shetty,Prabhas,218,133,72,554,62756,1,1.85
BacheloretteÂ ,http://www.imdb.com/title/tt1920849/?ref_=fn_tt_tt_1,2012,Color,Comedy|Romance,bachelorette party|drug use|high school|overdose|wedding dress,87,English,USA,R,156,129,Leslye Headland,5.3,3000000,418268,0,21,Kirsten Dunst,Adam Scott,Andrew Rannells,4000,3000,416,8353,37156,3,2.35
Bad GrandpaÂ ,http://www.imdb.com/title/tt3063516/?ref_=fn_tt_tt_1,2013,Color,Comedy,child beauty pageant|grandson|hidden camera|jackass|road trip,102,English,USA,R,157,162,Jeff Tremaine,6.6,15000000,101978840,26000,79,Jackson Nicoll,Georgina Cates,Grasie Mercedes,925,38,27,1018,77724,0,1.85
Bad MomsÂ ,http://www.imdb.com/title/tt4651520/?ref_=fn_tt_tt_1,2016,Color,Comedy,lesbian kiss|mom|pta|reference to mad max|scene during end credits,100,English,USA,R,81,46,Jon Lucas,6.7,20000000,55461307,18000,24,Mila Kunis,Jay Hernandez,Jada Pinkett Smith,15000,1000,851,18786,4654,9,
Bad MomsÂ ,http://www.imdb.com/title/tt4651520/?ref_=fn_tt_tt_1,2016,Color,Comedy,lesbian kiss|mom|pta|reference to mad max|scene during end credits,100,English,USA,R,81,46,Jon Lucas,6.7,20000000,55461307,18000,24,Mila Kunis,Jay Hernandez,Jada Pinkett Smith,15000,1000,851,18786,4654,9,
Bad TeacherÂ ,http://www.imdb.com/title/tt1284575/?ref_=fn_tt_tt_1,2011,Color,Comedy,boob job|breast enlargement|breast surgery|cheating on a test|ejaculation,97,English,USA,R,286,296,Jake Kasdan,5.7,20000000,100292856,16000,52,Justin Timberlake,John Michael Higgins,Phyllis Smith,3000,957,384,5547,160418,0,1.85
Bad WordsÂ ,http://www.imdb.com/title/tt2170299/?ref_=fn_tt_tt_1,2013,Color,Comedy|Drama,directed by star|indian american|spelling|spelling bee|two word title,89,English,USA,R,126,119,Jason Bateman,6.7,10000000,7764027,0,0,Beth Grant,Philip Baker Hall,Patricia Belcher,628,497,322,2061,38459,0,2.35
